,col1,KIC,Porb,Class,PACF,hACF,P1min,P1max,P2min,P2max,h1min,h1max,h2min,h2max,Note,period,period_err,morph,RA,DEC,GLon,GLat,kmag,Teff,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_x,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
700,702,6137704,178.268,np,177.016,0.117,,,,,,,,,a,178.2679718,0.0015784,0.0,295.8384,41.4273,75.2676,8.7336,14.16,4975.0,Gaia DR3 2077028046709622912,295.83832790037,41.42728395695,0.0,0.0,3.0,1636148068921376768,2077028046709622912,1786053631,0.0159,0.0177,1.779,0.0193,92.0655,9.725,-2.074,0.022,-9.502,0.024,0.0113,0.1092,-0.0911,-0.1441,0.18,-0.1617,-0.0182,-0.111,-0.0574,-0.026,366,0,366,0,9.8673,701.62,0.15,11.828,31,False,1.489,,,,,,,,43,26,0.032884,47,0.009983,5.504,0,0,1.388,0,374,41897.50943,6.73299,6222.72,14.131896,0.002761,42,19604.3,15.6267,1254.54,14.607666,0.002921,39,31681.6,17.0034,1863.25,13.495877,0.003824,1.224,0.0,1.0,0.0,1.0,0,1.111789,0.47577,0.636019,-13.64,4.07,2.0,19.0,7.0,16.0,6.4857,,,856.368,,5250.0,4.5,0.0,222.0,,,,13.223282,0.078532,12.0,,NOT_AVAILABLE,0.0,0.0,0.999934,4977.9,4959.8,5001.5,4.3452,4.2946,4.3659,-0.3143,-0.3374,-0.291,577.3236,563.4423,633.1225,0.1473,0.1314,0.167,0.1177,0.1049,0.1336,0.0628,0.0559,0.0712,MARCS,295.83834019521,41.42732618685,0.360347,0.379457,-0.0119,0.2025
701,703,6145939,17.745,pux,,,,,,,,,,,,17.7454139,7.8e-05,0.05,297.6765,41.4286,75.9485,7.5315,12.366,6090.0,Gaia DR3 2076875833069835904,297.67644179036,41.42849658152,0.0,0.0,143.0,1636148068921376768,2076875833069835904,12650146,0.2074,0.2188,0.8945,0.2455,3.6433,7.415,-3.685,0.296,-6.435,0.295,-0.187,-0.1147,-0.0999,-0.0038,0.1701,-0.0101,-0.2394,0.0,-0.1719,-0.3285,385,311,364,21,280.9455,276630.0,2.682,6941.3,31,False,1.555,,,,,,,,44,27,0.473072,49,0.1456,111.0,88,0,22.582,0,311,133706.88397,105.122,1271.92,12.871983,0.002885,45,116934.0,215.778,541.918,12.668692,0.003435,42,141036.0,198.414,710.815,11.874575,0.004076,1.929,0.0,45.0,0.0,42.0,0,0.794117,-0.203291,0.997408,52.3,28.11,1.0,5.0,2.0,5.0,10.898,16.937,0.0,653.203,128.32,6000.0,4.0,-0.5,222.0,,,,11.742539,0.025702,2.0,,NOT_AVAILABLE,0.0,0.0,0.999819,,,,,,,,,,,,,,,,,,,,,,,297.67646363133,41.42852518268,4.761334,4.785009,-0.3226,0.405135
702,704,6146838,27.467,np,54.844,0.925,,,,,,,,,a,27.4672014,0.0001226,0.03,297.916,41.4856,76.0885,7.4042,13.182,5338.0,Gaia DR3 2073897771473353344,297.91590213498,41.48558658595,0.0,0.0,179.0,1636148068921376768,2073897771473353344,1140196912,0.0097,0.0121,1.7134,0.012,142.5529,17.842,-9.955,0.013,-14.807,0.017,-0.006,0.1414,-0.0419,-0.1278,0.0844,-0.0629,-0.3687,-0.0378,-0.2164,-0.1358,347,9,346,1,5.5031,527.3,0.048,2.0025,31,False,1.527,,,,,,,,40,27,0.023922,44,0.02702,11.17,0,0,1.217,0,351,100479.94345,16.3432,6148.11,13.182168,0.002761,41,50950.7,29.721,1714.3,13.570667,0.002861,40,70784.3,44.3643,1595.52,12.623054,0.00384,1.212,0.0,0.0,0.0,0.0,0,0.947614,0.388499,0.559114,-0.43,3.01,2.0,18.0,10.0,17.0,13.099,,,784.09,,5250.0,4.5,-0.75,222.0,,,,12.440801,0.042085,8.0,,NOT_AVAILABLE,0.0,0.0,0.999853,5707.1,5703.1,5711.4,4.1471,4.1404,4.1537,-0.1703,-0.1742,-0.1662,571.6176,567.5831,575.7452,0.34,0.3371,0.3429,0.2822,0.2797,0.2846,0.1516,0.1503,0.153,MARCS,297.91596119558,41.48565239416,0.211378,0.271299,-0.1245,0.268001
703,705,6147122,15.451,pux,,,,,,,,,,,,15.4514983,5.37e-05,0.06,297.9812,41.4449,76.0775,7.3415,11.798,7625.0,Gaia DR3 2073893815792175872,297.98128643107,41.44487741552,0.0,0.0,176.0,1636148068921376768,2073893815792175872,465455034,0.0093,0.0113,1.3939,0.012,116.3239,5.902,5.883,0.013,0.48,0.014,-0.0237,-0.0395,-0.0356,0.0029,0.291,0.0031,-0.2915,-0.0036,-0.2383,-0.07,402,402,400,2,-4.261,829.57,0.094,13.355,31,False,1.65,,,,,,,,46,27,0.020323,49,0.02696,13.36,0,0,0.851,0,403,382023.56304,75.1411,5084.08,11.732141,0.002764,44,241854.0,119.994,2015.55,11.879659,0.002842,42,203618.0,45.2681,4498.05,11.475856,0.003787,1.166,0.0,0.0,0.0,0.0,0,0.403803,0.147517,0.256286,-8.47,2.68,1.0,21.0,6.0,17.0,32.818,-1.1952,0.831463,855.126,41.69,7750.0,4.5,-0.25,555.0,33.8421,33.7763,14.0,11.369977,0.01091,15.0,,NOT_AVAILABLE,0.0,0.0,0.999843,7859.7,7838.4,7877.1,4.1618,4.1425,4.1775,-0.0012,-0.003,-0.0003,743.9294,729.6808,761.0781,0.312,0.3042,0.3185,0.2845,0.2773,0.2904,0.1516,0.1477,0.1548,MARCS,297.98125155203,41.44487528198,0.212069,0.230493,-0.0691,0.247616
704,706,6147573,25.837,np,25.154,0.958,,,,,,,,,a,25.8368331,0.0001135,0.07,298.0788,41.4843,76.1487,7.2979,13.347,5503.0,Gaia DR3 2073900004856421120,298.07889347926,41.48430628851,0.0,0.0,12.0,1636148068921376768,2073900004856421120,690939437,0.0089,0.0104,1.3694,0.0109,125.2854,14.303,11.593,0.012,8.377,0.014,0.0726,0.1202,-0.0485,-0.1006,0.1447,-0.0787,-0.2533,-0.0816,-0.1144,-0.0466,377,0,377,0,-0.4261,364.71,0.0,0.0,31,False,1.537,,,,,,,,43,27,0.019084,47,0.01824,16.93,0,0,0.984,0,389,86517.68265,12.7373,6792.46,13.344604,0.00276,43,44677.3,27.8269,1605.54,13.713326,0.002871,39,59658.4,25.9905,2295.39,12.808717,0.003809,1.206,0.0,2.0,0.0,2.0,0,0.904609,0.368721,0.535888,-52.07,5.85,2.0,15.0,6.0,13.0,10.952,,,784.9,,5500.0,4.5,-0.25,222.0,,,,12.527693,0.053056,9.0,,NOT_AVAILABLE,0.0,0.0,0.999899,5732.4,5698.3,5834.4,4.1411,4.1132,4.1709,-0.0469,-0.0856,0.043,675.7871,663.6432,688.7023,0.2529,0.2325,0.3142,0.2106,0.1934,0.2623,0.1128,0.1036,0.1404,MARCS,298.07882470135,41.48426905613,0.192224,0.219776,-0.0374,0.253577
705,707,6148271,1.785,np,4.925,0.126,,,,,,,,,a,1.7852901,0.0001259,0.57,298.2297,41.4598,76.1845,7.1878,14.026,6284.0,Gaia DR3 2073887497911718912,298.22960362631,41.45980206549,0.0,0.0,170.0,1636148068921376768,2073887497911718912,988876253,0.0111,0.012,0.9472,0.0135,70.272,10.355,-4.403,0.016,-9.373,0.015,-0.0289,0.1344,-0.0203,-0.0736,0.1137,-0.0624,-0.1712,-0.1521,-0.2263,-0.0663,384,0,381,3,-0.582,363.22,0.0,0.0,31,False,1.568,,,,,,,,44,29,0.022532,49,0.004253,44.19,0,0,0.978,0,387,48534.32569,9.69238,5007.47,13.972244,0.002764,44,26630.5,16.7025,1594.41,14.275094,0.002872,47,31382.9,18.4488,1701.08,13.506162,0.003833,1.195,0.0,44.0,0.0,47.0,0,0.768932,0.30285,0.466083,-17.24,5.17,2.0,18.0,5.0,16.0,7.0174,,,887.039,,6250.0,4.5,0.0,222.0,,,,13.327456,0.066179,13.0,,NOT_AVAILABLE,0.0,0.0,0.999951,6229.7,6164.6,6327.0,4.2444,4.2066,4.3317,-0.1672,-0.2145,-0.1047,984.7429,927.3148,1003.9666,0.2695,0.2341,0.3161,0.2304,0.1998,0.2708,0.1242,0.1078,0.1461,MARCS,298.229629736,41.45984372289,0.258342,0.240469,-0.0593,0.260053
706,708,6153219,0.53,ev,,,,,,,,,,,,0.5303,1.3e-06,0.62,299.2638,41.4205,76.546,6.4995,17.089,6603.0,Gaia DR3 2075162720933689856,299.26375269282,41.42048305345,0.0,0.0,11.0,1636148068921376768,2075162720933689856,1715890134,0.0494,0.0528,0.2818,0.0592,4.7639,5.364,-2.535,0.065,-4.727,0.063,0.0277,-0.0416,0.0269,-0.0358,0.2415,-0.0694,-0.1661,-0.1135,-0.0807,0.059,371,0,370,1,2.4915,453.72,0.27,2.5273,31,False,1.512,,,,,,,,43,26,0.092689,45,0.02564,14.24,0,0,1.093,0,357,2830.26372,6.47209,437.303,17.0578,0.003709,37,1362.5,14.233,95.7284,17.502699,0.01168,37,2049.32,16.7716,122.19,16.468874,0.009656,1.205,0.0,0.0,0.0,0.0,0,1.033825,0.444899,0.588926,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999996,5192.0,5122.3,5391.3,4.7509,4.6955,4.7813,-1.769,-2.0002,-1.3695,1182.0222,1117.8062,1344.5323,0.1594,0.0922,0.3179,0.1299,0.0749,0.2611,0.0709,0.0409,0.1425,MARCS,299.26376772008,41.42050406225,1.046559,1.02525,0.0637,0.144291
707,709,6153672,3.364,sp,3.412,1.265,3.329,3.392,3.419,3.455,0.041,0.021,0.034,0.027,,3.3644248,6.1e-06,0.11,299.3565,41.4143,76.5764,6.4367,15.337,5600.0,Gaia DR3 2075163275002509184,299.35649050103,41.41428887827,0.0,0.0,171.0,1636148068921376768,2075163275002509184,780701465,0.018,0.0204,0.6513,0.0219,29.6738,2.176,-1.801,0.024,-1.221,0.025,-0.0413,0.013,0.0078,-0.0284,0.1305,-0.0528,-0.1924,-0.1401,-0.1183,0.0033,404,0,403,1,1.2068,450.78,0.0,0.0,31,False,1.519,,,,,,,,46,27,0.035404,49,0.02741,17.52,0,0,1.042,0,408,13658.33065,4.75286,2873.71,15.348873,0.002781,47,6796.64,10.2531,662.889,15.757807,0.003235,47,9830.65,12.043,816.294,14.766439,0.004007,1.217,0.0,1.0,0.0,0.0,0,0.991367,0.408934,0.582434,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999991,5825.8,5776.0,5868.7,4.2996,4.2839,4.316,-0.6179,-0.6697,-0.5726,1332.6952,1296.4001,1369.2725,0.5315,0.5005,0.5572,0.4419,0.4158,0.4638,0.2401,0.226,0.252,MARCS,299.3565011715,41.41429430604,0.387437,0.409473,0.0071,0.044591
708,710,6182019,3.665,sp,4.046,1.261,3.945,4.023,4.13,4.154,0.08,0.121,0.045,0.064,,3.6649654,7.4e-06,0.29,282.6849,41.588,71.1858,17.74,15.643,5504.0,Gaia DR3 2104442238838067840,282.68491851683,41.58789240586,0.0,0.0,175.0,1636148068921376768,2104442238838067840,1653389582,0.0206,0.0227,0.5804,0.0237,24.5246,12.87,-1.403,0.028,-12.793,0.031,-0.0184,-0.1124,-0.0899,0.0385,-0.0008,0.0395,-0.2322,-0.0222,-0.0521,-0.0594,433,0,430,3,1.2151,481.05,0.057,0.52762,31,False,1.517,,,,,,,,49,29,0.043245,54,0.009678,154.0,0,0,1.041,0,453,9884.04808,14.7595,669.672,15.700029,0.003197,52,4915.86,29.5972,166.092,16.109543,0.007108,52,7135.49,29.9312,238.396,15.114337,0.005918,1.219,0.0,33.0,0.0,34.0,0,0.995206,0.409513,0.585692,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999849,5734.4,5719.0,5749.9,4.3542,4.332,4.3728,-0.2658,-0.2819,-0.2486,1341.8218,1305.9025,1385.6888,0.4164,0.4068,0.4255,0.3429,0.3349,0.3505,0.1838,0.1794,0.1879,PHOENIX,282.68492685363,41.58794926494,0.454957,0.49675,-0.062,0.395003
709,711,6182849,6.399,sp,6.906,0.162,7.384,7.428,,,0.108,0.038,0.012,0.012,,6.399107,1.6e-05,0.21,283.074,41.5409,71.2491,17.4513,13.718,5893.0,Gaia DR3 2104520510321672704,283.07404945243,41.5408130825,0.0,0.0,167.0,1636148068921376768,2104520510321672704,343798166,0.0095,0.0112,1.0874,0.0116,94.1171,10.672,-4.254,0.013,-9.788,0.014,-0.081,-0.032,0.0021,-0.0235,0.1987,-0.0183,-0.0932,0.0426,-0.0799,-0.1025,358,0,358,0,-0.0733,351.87,0.0,0.0,31,False,1.561,,,,,,,,41,27,0.020316,43,0.02428,154.6,0,0,0.996,0,343,63391.81752,17.6672,3588.1,13.682283,0.002772,40,34249.3,37.4887,913.591,14.001912,0.003033,38,41672.6,28.2941,1472.84,13.19827,0.003851,1.198,0.0,1.0,0.0,0.0,0,0.803642,0.319629,0.484014,27.8,4.71,2.0,22.0,3.0,18.0,8.8196,,,818.253,,6000.0,4.5,-0.75,222.0,,,,13.015673,0.037316,19.0,,NOT_AVAILABLE,0.0,0.0,0.999697,5873.8,5855.6,5892.2,4.2006,4.1898,4.2079,-0.3868,-0.4055,-0.3692,894.0208,882.3154,912.0005,0.1378,0.1268,0.1489,0.1164,0.1071,0.1259,0.0629,0.0578,0.068,MARCS,283.074074711,41.54085658321,0.216015,0.229618,-0.1001,0.34402
710,712,6185717,11.702,sp,12.199,0.71,,,,,,,,,,11.7022037,3.8e-05,0.06,284.4613,41.5618,71.6673,16.4931,13.393,5901.0,Gaia DR3 2104098366577074560,284.46130528954,41.56175520314,0.0,0.0,144.0,1636148068921376768,2104098366577074560,1245521839,0.0098,0.0102,1.5845,0.0107,147.9685,5.275,4.943,0.012,-1.841,0.013,-0.1246,-0.1029,-0.2118,0.2142,0.1431,0.2049,-0.2433,0.0286,0.0015,-0.0523,326,0,326,0,0.861,346.45,0.0,0.0,31,False,1.566,,,,,,,,38,26,0.018954,40,0.009215,147.2,0,0,1.033,0,330,86206.90571,17.0753,5048.62,13.348512,0.002764,36,47058.2,36.3742,1293.72,13.656955,0.002914,35,56037.9,35.4122,1582.45,12.876692,0.003841,1.196,0.0,2.0,0.0,0.0,0,0.780263,0.308443,0.47182,6.69,6.56,2.0,18.0,4.0,14.0,9.1148,,,881.611,,6000.0,4.5,-0.75,222.0,,,,12.700824,0.02811,14.0,,NOT_AVAILABLE,0.0,0.0,0.999904,5910.0,5904.0,5915.0,4.2652,4.2574,4.2828,-0.4042,-0.4119,-0.3967,607.8325,596.3055,613.7376,0.1093,0.1053,0.1129,0.0926,0.0893,0.0957,0.05,0.0482,0.0517,MARCS,284.46127592912,41.5617633853,0.194965,0.214358,-0.0716,0.155069
711,713,6187341,0.985,np,34.491,0.514,,,,,,,,,a,0.984599,1.4e-06,0.42,285.2562,41.5956,71.9332,15.955,15.986,4798.0,Gaia DR3 2104063491443815680,285.25620366902,41.59563973762,0.001,0.001,156.0,1636148068921376768,2104063491443815680,1748214388,0.514,0.5565,3.0073,0.5956,5.049,8.755,8.747,0.653,0.382,0.687,-0.0906,-0.0505,0.0342,-0.121,0.1623,-0.1614,-0.1257,-0.1612,-0.0559,-0.0118,386,0,378,8,249.3962,137520.0,7.003,3780.3,95,False,,1.4955,0.1497,-0.122,0.085,0.036,-0.076,-0.009,44,28,0.955836,47,0.1165,130.8,79,0,18.898,0,343,5049.33335,16.9951,297.105,16.429281,0.004577,43,3272.48,11.2423,291.088,16.55135,0.004658,40,6105.31,11.1264,548.721,15.283627,0.004266,1.857,0.0,2.0,0.0,1.0,0,1.267723,0.122068,1.145655,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999978,,,,,,,,,,,,,,,,,,,,,,,285.25615168869,41.59563804203,10.450681,11.071194,0.0021,0.142936
712,714,6187893,0.789,ev,,,,,,,,,,,,0.7891676,8e-07,0.6,285.5196,41.5501,71.9677,15.7555,11.702,5103.0,Gaia DR3 2103876982484984704,285.51963198207,41.55004312538,0.0,0.0,148.0,1636148068921376768,2103876982484984704,620442846,0.0135,0.014,0.4617,0.0157,29.4925,11.453,-0.274,0.019,-11.449,0.019,-0.0715,-0.0074,0.0649,0.0047,0.1258,-0.0196,-0.1007,-0.1354,0.0121,-0.0287,332,332,331,1,7.6969,1405.6,0.144,32.206,31,True,1.507,,,,,,,,38,27,0.026467,40,0.00185,124.1,0,0,1.315,0,281,396226.79821,150.495,2632.83,11.692507,0.002786,37,192083.0,377.836,508.376,12.129821,0.003514,30,292256.0,198.135,1475.03,11.083487,0.00385,1.222,0.0,0.0,0.0,0.0,0,1.046334,0.437314,0.60902,-20.22,1.26,1.0,19.0,7.0,18.0,40.463,7.9541,0.0,915.346,18.68,5000.0,2.5,-0.5,222.0,11.4857,7.6217,11.0,10.846403,0.013905,11.0,42.94714,VARIABLE,0.0,0.0,0.999991,,,,,,,,,,,,,,,,,,,,,,,285.51963361165,41.55009401191,0.297158,0.30537,-0.028,0.216906
713,715,6191574,1.035,sp,1.042,1.347,1.033,1.035,,,0.355,0.359,,,,1.0345298,1.1e-06,0.5,287.177,41.5331,72.4539,14.607,14.353,4208.0,Gaia DR3 2102408554644740864,287.17698657879,41.53305941738,0.0,0.0,140.0,1636148068921376768,2102408554644740864,994315846,0.0151,0.0152,3.6578,0.0172,212.8467,14.035,-2.817,0.022,-13.749,0.022,-0.0517,0.1176,-0.123,0.0261,0.0879,0.0395,-0.1443,0.0157,-0.0856,-0.1923,327,0,327,0,5.4801,474.6,0.08,2.7496,31,False,1.41,,,,,,,,38,25,0.032932,40,0.02597,153.8,2,0,1.222,0,323,35562.17301,71.4202,497.928,14.309896,0.003514,34,13491.5,120.191,112.251,15.013391,0.010067,35,32959.0,171.059,192.676,13.45296,0.006785,1.306,0.0,34.0,0.0,35.0,0,1.560431,0.703495,0.856936,-44.48,6.35,2.0,17.0,3.0,14.0,6.2807,,,784.269,,4250.0,4.5,0.5,222.0,,,,13.141281,0.07205,14.0,,NOT_AVAILABLE,0.0,0.0,0.999442,4576.0,4557.5,4641.1,4.4921,4.4835,4.511,-0.9645,-1.0041,-0.7203,270.8694,269.0025,273.0454,0.8287,0.8054,0.8998,0.6299,0.6117,0.6854,0.3405,0.3306,0.3697,MARCS,287.17700330291,41.53312052452,0.35197,0.34857,-0.1927,0.150956
714,716,6191945,6.807,sp,7.499,1.338,,,,,,,,,,6.807377,0.0007653,0.08,287.3327,41.5067,72.4769,14.4896,14.044,4992.0,Gaia DR3 2102362237717459584,287.33273021345,41.50665096592,0.0,0.0,155.0,1636148068921376768,2102362237717459584,1297811681,0.0115,0.0121,1.8133,0.0135,134.3741,0.174,-0.146,0.017,0.095,0.016,-0.0617,0.0411,-0.1299,0.0071,0.1844,-0.012,-0.0938,-0.0882,-0.0405,-0.1338,351,0,348,3,-0.0705,342.37,0.0,0.0,31,False,1.48,,,,,,,,41,26,0.024343,44,0.0139,144.6,0,0,0.996,0,353,47243.85883,36.1714,1306.11,14.001503,0.002878,40,21507.3,57.2111,375.929,14.507078,0.004016,40,36589.9,113.798,321.534,13.339494,0.005068,1.23,0.0,2.0,0.0,0.0,0,1.167584,0.505575,0.662009,6.74,4.56,2.0,23.0,5.0,17.0,7.5813,,,823.559,,5000.0,4.0,0.25,222.0,,,,13.069075,0.059411,18.0,,VARIABLE,0.0,0.0,0.999591,4793.1,4789.2,4797.2,4.3097,4.3047,4.315,-0.3039,-0.3122,-0.2948,540.0501,536.0939,544.1254,0.0013,0.0003,0.0035,0.001,0.0002,0.0027,0.0006,0.0001,0.0015,PHOENIX,287.33273108226,41.50665054487,0.273107,0.253742,-0.132,0.189872
715,717,6197038,9.752,sp,9.726,1.71,,,,,,,,,,9.7517082,2.8e-05,0.46,289.3008,41.5265,73.1168,13.1533,13.531,4937.0,Gaia DR3 2102232598425284096,289.3007539684,41.52648962675,0.0,0.0,19.0,1636148068921376768,2102232598425284096,587316910,0.0095,0.0104,0.6527,0.0114,57.3797,4.392,-3.773,0.013,-2.249,0.014,0.0717,-0.0402,0.1381,0.0734,0.05,0.0544,0.0037,-0.2185,-0.1373,0.1228,342,9,341,1,0.9374,363.94,0.0,0.0,31,False,1.47,,,,,,,,40,28,0.020147,43,0.008023,112.0,0,0,1.035,0,318,83669.50344,170.74,490.039,13.380949,0.003536,41,36983.4,269.169,137.398,13.918524,0.00838,40,66226.7,451.453,146.697,12.695313,0.00831,1.234,0.0,2.0,0.0,0.0,0,1.22321,0.537575,0.685636,-61.4,3.41,2.0,21.0,7.0,17.0,13.018,,,915.671,,5000.0,3.5,-0.5,222.0,,,,12.468069,0.039533,14.0,,VARIABLE,0.0,0.0,0.999806,5337.5,5327.5,5353.6,3.4661,3.4563,3.4724,-0.069,-0.0702,-0.0672,1374.5278,1364.4558,1390.7988,0.7296,0.7203,0.7434,0.584,0.5764,0.5954,0.3125,0.3084,0.3188,MARCS,289.30077636629,41.52649962115,0.210115,0.223636,0.1176,0.130311
716,718,6200709,3.724,sp,4.271,1.481,4.228,4.264,,,0.304,0.149,,,,3.72353,2.11e-05,0.28,290.4167,41.5258,73.4792,12.3963,16.72,5794.0,Gaia DR3 2101800971392454656,290.41662040933,41.52575732901,0.0,0.0,143.0,1636148068921376768,2101800971392454656,1243885008,0.0383,0.0391,0.3065,0.0439,6.9826,1.859,-0.681,0.051,-1.729,0.049,-0.072,-0.0694,-0.0277,0.0435,0.1386,0.0007,-0.2399,-0.1888,-0.0937,0.0124,375,0,374,1,0.7259,404.74,0.12,0.77547,31,False,1.52,,,,,,,,43,28,0.071513,46,0.01753,179.0,0,0,1.026,0,378,3967.55577,3.48442,1138.66,16.69106,0.002916,44,1986.76,11.8011,168.354,17.093182,0.007027,44,2828.65,11.5225,245.49,16.118948,0.005818,1.214,0.0,27.0,0.0,27.0,0,0.974234,0.402122,0.572111,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999968,5137.4,5124.9,5163.0,4.5347,4.5216,4.5528,-0.7119,-0.7602,-0.6616,1465.623,1428.7471,1494.629,0.0108,0.0028,0.0303,0.0088,0.0022,0.0246,0.0047,0.0012,0.0133,MARCS,290.41662445472,41.52576501401,0.8254,0.786925,0.01,0.261345
717,719,6205460,3.723,ev,,,,,,,,,,,,3.722832,7e-06,0.58,291.9803,41.5594,74.0318,11.3579,12.746,5242.0,Gaia DR3 2101650166501484544,291.9801652876,41.55930972657,0.0,0.0,177.0,1636148068921376768,2101650166501484544,1234088929,0.0086,0.0094,1.2715,0.0104,122.5274,28.565,-15.026,0.012,-24.293,0.012,-0.0083,0.0119,-0.0037,-0.0869,0.135,-0.0863,-0.2031,0.0295,-0.2698,-0.0641,376,331,376,0,0.5807,571.1,0.056,3.7811,31,False,1.488,,,,,,,,44,29,0.01676,47,0.1414,173.9,0,0,1.02,0,371,178534.87245,1776.67,100.489,12.55806,0.01115,41,89639.4,782.876,114.5,12.957294,0.009884,46,138728.0,3371.17,41.1513,11.892486,0.026653,1.279,0.0,0.0,0.0,1.0,0,1.064809,0.399235,0.665574,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999964,5925.4,5904.1,5941.3,3.6399,3.634,3.6445,-0.1237,-0.1271,-0.1207,844.7993,841.6232,849.054,0.9112,0.8955,0.9225,0.7496,0.7361,0.7591,0.4052,0.3978,0.4105,MARCS,291.98025453853,41.55941769629,0.188636,0.187294,-0.055,0.483908
718,720,6206751,1.245,ev,,,,,,,,,,,,1.2453335,1.4e-06,0.56,292.4063,41.513,74.1343,11.0517,12.142,6965.0,Gaia DR3 2053631156523041920,292.40622968196,41.51304682605,0.0,0.0,170.0,1636148068921376768,2053631156523041920,1287332709,0.0074,0.0094,1.405,0.0094,150.0486,11.051,-10.29,0.01,4.028,0.012,-0.0872,-0.0624,0.0102,-0.0745,0.2215,-0.1258,-0.2313,-0.1742,-0.082,-0.0222,393,393,392,1,-5.0261,547.33,0.051,3.7402,31,False,1.615,,,,,,,,45,27,0.016713,49,0.01088,6.392,0,0,0.824,0,370,288775.90457,372.85,774.509,12.035964,0.003091,43,172950.0,587.785,294.24,12.243742,0.004626,43,168755.0,805.362,209.539,11.679756,0.006413,1.183,0.0,0.0,0.0,0.0,0,0.563986,0.207778,0.356208,-47.4,7.0,1.0,16.0,3.0,15.0,24.23,7.598,0.0,856.368,64.49,7000.0,4.0,0.0,222.0,59.3497,49.0609,9.0,11.535765,0.030539,13.0,,VARIABLE,0.0,0.0,0.999813,7125.7,7111.7,7140.0,4.1062,4.0968,4.1248,-0.2541,-0.2886,-0.1863,690.1591,682.3669,696.3627,0.2871,0.2809,0.2936,0.2551,0.2495,0.2609,0.1371,0.1341,0.1403,MARCS,292.40629075973,41.51302892434,0.160602,0.193248,-0.0126,0.252506
719,721,6209347,2.137,sp,2.125,1.265,2.089,2.116,2.129,2.153,0.047,0.067,0.089,0.244,,2.1365771,3.7e-06,0.3,293.1983,41.5583,74.4477,10.5431,15.281,5283.0,Gaia DR3 2077595154189342592,293.19830953027,41.55830814697,0.0,0.0,169.0,1636148068921376768,2077595154189342592,843177054,0.0356,0.0424,0.7686,0.0423,18.164,1.49,-1.477,0.049,-0.196,0.052,-0.069,0.0145,-0.0339,-0.0297,0.1121,-0.0506,-0.2929,-0.0732,-0.0887,-0.0281,431,0,430,1,38.9188,2984.0,0.47,51.202,31,False,1.501,,,,,,,,50,29,0.073994,52,0.01061,22.49,0,0,2.597,0,424,14553.66619,14.8844,977.779,15.279936,0.002971,48,7054.69,22.4923,313.65,15.717348,0.004446,45,10901.9,23.7609,458.817,14.65414,0.004459,1.234,0.0,0.0,0.0,0.0,0,1.063209,0.437412,0.625796,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999929,5104.8,5085.2,5129.6,4.3353,4.3213,4.3505,-0.5449,-0.5703,-0.5169,1026.4752,1002.8593,1046.9877,0.1645,0.1493,0.1838,0.1329,0.1205,0.1486,0.0714,0.0647,0.0798,MARCS,293.19831830274,41.55830901772,0.779266,0.851093,-0.0239,0.038928
