col1,TIC,period,morph,RA,DEC,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
3022,415165528,3.6099001,0.989,337.236502,56.603238,Gaia DR3 2007534376355668736,337.23648626912,56.60322944961,0.0,0.0,142.0,1636148068921376768,2007534376355668736,809123341,0.0114,0.0118,0.4373,0.0141,30.9411,2.683,-1.841,0.014,-1.951,0.014,-0.1578,0.1253,-0.0768,-0.0757,0.188,-0.1292,-0.1784,-0.2164,0.1067,-0.2304,371,371,366,5,-0.5128,851.31,0.1,11.776,31,false,1.639,,,,,,,,42,26,0.021388,51,0.03768,43.2,0,0,0.98,0,416,3714055.20746,2328.92,1594.75,9.262746,0.002838,49,2294440.0,3695.15,620.933,9.436851,0.003293,48,2124990.0,3130.61,678.777,8.929505,0.004104,1.19,0,8,0,0,0,0.507345,0.174105,0.333241,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999999,17526.9,17444.1,17609.1,3.3439,3.3388,3.3487,0.2328,0.2245,0.2617,1863.9137,1846.4067,1874.8721,1.5689,1.5654,1.572,1.4865,1.4829,1.4896,0.8085,0.8064,0.8102,OB,337.2365011376,56.60323812251,0.226246,0.220606,-0.2165,0.043808
3023,372909935,3.6111184,0.215,119.453549,-64.214626,Gaia DR3 5275908418769481216,119.45350423959,-64.21457214605,0.0,0.0,54.0,1636148068921376768,5275908418769481216,1248634152,0.0147,0.0139,2.0825,0.015,138.8068,12.992,-4.24,0.022,12.281,0.016,0.1919,0.1668,0.098,-0.0363,0.3818,0.1073,-0.3001,0.1973,-0.2493,0.013,277,277,275,2,-3.8879,777.95,0.121,20.51,31,false,1.623,,,,,,,,32,21,0.030969,69,0.02286,95.88,0,0,0.836,0,552,567545.70334,100.649,5638.88,11.302364,0.002762,64,345701.0,146.565,2358.69,11.491789,0.002828,64,322359.0,81.8303,3939.37,10.977045,0.003789,1.177,0,0,0,0,0,0.514744,0.189425,0.325319,36.98,4.65,1,31,4,16,59.349,28.615,0.0,999.986,63.19,7750.0,4.5,-0.25,555,,,,10.852034,0.010006,24,60.04698,NOT_AVAILABLE,0.0,0.0,0.99982,7221.0,7203.4,7232.1,4.1849,4.1697,4.2089,-0.2347,-0.2391,-0.2295,459.0417,445.539,467.9567,0.2052,0.1964,0.2104,0.1829,0.175,0.1875,0.0979,0.0936,0.1003,PHOENIX,119.45354755502,-64.21462672738,0.355283,0.262965,0.009,0.206157
3024,286191384,3.6118208,0.449,187.259443,-26.255391,Gaia DR3 3475630373651642496,187.25916844076,-26.25530756383,0.0,0.0,109.0,1636148068921376768,3475630373651642496,841863858,0.0144,0.0099,3.7849,0.0181,208.7112,58.367,-55.243,0.022,18.839,0.016,-0.3028,-0.0141,-0.0506,0.0767,0.0195,0.0508,-0.2711,0.1157,0.0265,-0.1769,458,458,447,11,0.1418,1079.8,0.116,16.419,31,true,1.568,,,,,,,,52,20,0.030788,55,0.03361,123.1,0,0,1.004,0,422,1634687.13593,553.471,2953.52,10.15378,0.00278,48,895074.0,640.661,1397.11,10.458895,0.002896,48,1069870.0,451.929,2367.34,9.674568,0.003807,1.202,0,0,0,0,0,0.784327,0.305115,0.479212,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999833,,,,,,,,,,,,,,,,,,,,,,,187.25944221114,-26.25539129346,0.351033,0.256666,-0.18,0.935948
3026,425223388,3.6218864,0.519,111.789275,7.335399,Gaia DR3 3142638050204258688,111.78926129873,7.33539442726,0.0,0.0,108.0,1636148068921376768,3142638050204258688,1424749734,0.0305,0.026,1.667,0.0321,51.8587,3.145,-3.029,0.035,-0.847,0.03,-0.1187,-0.2094,-0.2669,0.2953,-0.194,0.2497,-0.2235,0.1357,-0.084,-0.2482,214,214,213,1,0.6373,1744.2,0.238,61.734,31,false,1.781,,,,,,,,24,16,0.053919,24,0.2027,99.26,0,0,1.03,0,210,5481003.00794,2136.64,2565.25,8.840217,0.002788,22,4151500.0,2216.43,1873.06,8.793029,0.00285,22,2182910.0,1996.7,1093.26,8.900304,0.003908,1.156,0,10,0,11,0,-0.107275,-0.047188,-0.060087,10.68,4.78,1,7,1,7,80.019,0.92953,0.251393,911.979,25.37,10000.0,4.5,0.25,555,,,,8.907738,0.011235,6,90.26885,NOT_AVAILABLE,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,111.78927487311,7.33539818986,0.574916,0.490347,-0.2699,0.051616
3027,387259626,3.6233194,0.249,308.669925,66.440294,Gaia DR3 2246355002042750976,308.67029962399,66.44038668567,0.0,0.0,132.0,1636148068921376768,2246355002042750976,1776816079,0.0106,0.0105,4.0775,0.0109,373.6955,39.751,33.93,0.014,20.709,0.013,-0.0886,0.1083,0.1056,-0.0294,-0.0173,-0.0731,-0.0843,-0.0509,0.0978,0.0645,342,342,338,4,-2.2709,695.63,0.083,8.6008,31,false,1.603,,,,,,,,39,27,0.019788,43,0.02188,169.4,0,0,0.912,0,353,1204631.19986,420.712,2863.31,10.485231,0.002781,39,702571.0,488.33,1438.72,10.721816,0.00289,38,722971.0,295.558,2446.13,10.100093,0.003805,1.183,0,0,0,0,0,0.621723,0.236585,0.385139,-27.84,2.96,1,20,6,16,83.665,34.514,0.0,851.019,30.99,6000.0,4.0,-0.25,444,11.3801,3.5192,12,9.951433,0.005998,12,,NOT_AVAILABLE,0.0,0.0,0.998258,6331.4,6327.6,6339.0,4.2004,4.197,4.2042,-0.167,-0.1741,-0.1589,243.9208,243.2359,244.633,0.0028,6.0E-4,0.0072,0.0024,5.0E-4,0.0063,0.0013,3.0E-4,0.0034,MARCS,308.66992234694,66.44029464469,0.224672,0.212434,0.0692,0.633971
3028,105233028,3.6274028,0.345,79.311388,51.013672,Gaia DR3 261767540750719360,79.31136465252,51.01364822835,0.0,0.0,107.0,1636148068921376768,261767540750719360,1659215403,0.0605,0.051,1.1851,0.078,15.1912,2.808,0.725,0.083,-2.713,0.083,-0.1145,0.1012,-0.3216,0.0152,-0.2074,-0.0888,-0.7842,0.2465,0.3094,0.0599,490,490,482,8,55.0018,19418.0,0.544,467.66,95,false,,1.6274,0.0114,-0.062,-0.181,0.074,-0.003,0.001,57,18,0.125673,61,0.03112,108.8,89,0,3.236,0,495,269952.06194,307.066,879.134,12.10915,0.003019,50,288350.0,1279.91,225.29,11.688742,0.005569,45,278197.0,509.152,546.394,11.137012,0.00427,2.099,0,50,0,45,0,0.551729,-0.420408,0.972137,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.649019,0.208896,6.84E-4,,,,,,,,,,,,,,,,,,,,,,,79.31135953301,51.01366028413,1.342625,1.369191,0.0597,0.100597
3029,35857242,3.6344345,0.363,41.639111,-0.463977,Gaia DR3 2498515516990171392,41.63916136793,-0.46413006087,0.0,0.0,104.0,1636148068921376768,2498515516990171392,36080256,0.0144,0.0117,2.4416,0.0158,154.478,36.422,11.284,0.017,-34.629,0.014,-0.1103,0.295,0.0716,0.0397,-0.2883,-0.0364,-0.1367,0.0443,0.1628,0.083,212,212,211,1,-0.8923,521.93,0.086,9.8648,31,true,1.584,,,,,,,,24,16,0.023304,25,0.01898,117.2,0,0,0.955,0,217,400451.91815,111.7,3585.05,11.680991,0.002772,21,226452.0,189.453,1195.29,11.951101,0.002934,21,249837.0,128.823,1939.38,11.253756,0.003821,1.189,0,0,0,0,0,0.697346,0.27011,0.427236,-8.88,0.58,1,16,3,14,34.19,-1.3646,0.906125,911.373,6.81,6000.0,4.0,-0.25,111,,,,11.083595,0.012226,13,,VARIABLE,0.0,0.0,0.999527,6049.0,6045.1,6054.8,4.101,4.0898,4.1082,-0.2918,-0.3011,-0.282,402.8272,399.1934,410.4086,0.0029,7.0E-4,0.0067,0.0025,6.0E-4,0.0057,0.0013,3.0E-4,0.0031,MARCS,41.63911121557,-0.46397615205,0.266102,0.224839,0.082,0.580085
3030,159864610,3.6398863,0.449,221.395405,-40.011542,Gaia DR3 6102207624841540608,221.39548436511,-40.01162964739,0.0,0.0,77.0,1636148068921376768,6102207624841540608,402206418,0.0192,0.0163,5.1927,0.0203,255.4536,23.955,13.684,0.024,-19.663,0.022,0.0775,-0.2809,-0.239,-0.305,-0.0959,-0.2932,0.3049,-0.0487,0.2789,-0.063,241,241,238,3,6.0,927.42,0.131,22.539,31,true,1.628,,,,,,,,27,15,0.034247,32,0.02412,107.9,0,0,1.289,0,267,2847736.04793,606.149,4698.08,9.551118,0.002765,27,1735680.0,996.307,1742.12,9.739865,0.002859,27,1628450.0,422.271,3856.42,9.218457,0.00379,1.181,0,0,0,0,0,0.521408,0.188747,0.332661,0.22,1.0,1,10,7,7,91.806,1.0747,0.123454,874.308,7.14,7000.0,4.5,0.0,555,,,,9.098912,0.036763,2,,NOT_AVAILABLE,0.0,0.0,0.992999,6775.1,6734.1,6815.2,4.1818,4.1625,4.2083,-0.5537,-0.6008,-0.4659,188.1037,184.4712,191.0387,0.0421,0.02,0.0647,0.0372,0.0177,0.0572,0.0201,0.0095,0.0309,A,221.39540496057,-40.01154225801,0.388052,0.348941,-0.034,0.383989
3031,159864583,3.6404884,0.492,221.406352,-40.030376,Gaia DR3 6102206868927277952,221.40624677254,-40.03044427658,0.0,0.0,78.0,1636148068921376768,6102206868927277952,694852812,0.0184,0.0167,4.3523,0.0218,199.2771,23.638,-18.052,0.023,-15.26,0.024,0.042,-0.3286,-0.0727,-0.199,-0.1644,-0.1547,0.2767,0.0509,0.2823,-0.0907,260,260,256,4,1.1948,703.24,0.132,17.353,31,false,1.63,,,,,,,,29,14,0.034563,34,0.03231,107.3,0,0,1.052,0,274,5381720.95973,1805.75,2980.33,8.860064,0.002779,31,3298200.0,3828.89,861.398,9.04285,0.003062,31,3051910.0,2333.24,1308.01,8.536466,0.003869,1.18,0,0,0,0,0,0.506384,0.182786,0.323598,-24.96,16.8,1,6,1,5,103.05,54.292,0.0,705.825,88.21,6500.0,3.5,-0.25,555,,,,8.441775,0.028204,4,,NOT_AVAILABLE,0.0,0.0,1.0E-6,6885.0,6873.4,6897.2,3.8322,3.8273,3.8383,-0.441,-0.4492,-0.4322,229.874,228.1963,231.2334,0.0834,0.0779,0.0893,0.0741,0.0692,0.0794,0.0399,0.0372,0.0427,A,221.40635155173,-40.0303764524,0.366289,0.376545,-0.0743,0.3802
3032,357345626,3.6436594,0.601,195.387574,28.631716,Gaia DR3 1463857693521711872,195.3872732707,28.63170626987,0.0,0.0,90.0,1636148068921376768,1463857693521711872,56130232,0.0128,0.0086,4.7951,0.0189,253.9647,59.395,-59.357,0.014,-2.132,0.02,0.0049,-0.4327,0.4809,0.2176,-0.1591,-0.2604,0.7176,-0.1049,-0.4822,-0.3551,638,638,627,11,-2.3207,1025.7,0.063,7.3563,31,true,1.489,,,,,,,,72,17,0.030892,80,0.01125,171.0,0,0,0.934,0,637,2549031.64551,5214.25,488.859,9.671429,0.003539,71,1183310.0,6458.0,183.232,10.155796,0.00655,69,1975560.0,9793.27,201.726,9.008671,0.006577,1.239,0,3,0,0,0,1.147125,0.484367,0.662758,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999833,5923.7,5919.8,5928.0,3.8558,3.8534,3.858,-0.1769,-0.1815,-0.1726,200.1212,199.3742,200.8813,0.8557,0.8518,0.8595,0.6994,0.6962,0.7027,0.376,0.3742,0.3778,PHOENIX,195.38757383165,28.63171574473,0.219596,0.32189,-0.3773,0.950885
3033,220388567,3.6453465,0.435,337.302072,-56.869864,Gaia DR3 6504774806411682304,337.30191004329,-56.86985480103,0.0,0.0,160.0,1636148068921376768,6504774806411682304,443956935,0.0102,0.0118,3.4033,0.0157,216.4845,19.817,-19.732,0.013,1.83,0.015,-0.1239,0.2083,0.1908,-0.0039,-0.2299,0.0443,-0.2746,-0.2096,0.0433,-0.1046,405,405,405,0,2.2069,1095.0,0.101,14.245,31,true,1.626,,,,,,,,46,25,0.021389,52,0.02479,1.451,0,0,1.078,0,343,3100895.94674,1121.54,2764.86,9.458649,0.002783,41,1891510.0,1705.51,1109.06,9.646523,0.002957,39,1773710.0,784.741,2260.25,9.12569,0.00381,1.182,0,0,0,0,0,0.520832,0.187874,0.332958,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.992964,6680.6,6678.1,6683.9,3.8875,3.8828,3.8953,-0.4824,-0.4903,-0.4745,286.846,283.2233,289.2814,0.001,2.0E-4,0.0026,9.0E-4,2.0E-4,0.0023,5.0E-4,1.0E-4,0.0012,A,337.30207050498,-56.86986293635,0.203462,0.243386,-0.1062,0.320375
3034,311925584,3.64597,0.151,54.855472,-63.893712,Gaia DR3 4673031659088275072,54.85563728231,-63.89395995127,0.0,0.0,50.0,1636148068921376768,4673031659088275072,1039968827,0.0123,0.0119,10.356,0.0126,819.8989,58.164,16.509,0.016,-55.772,0.015,0.2305,-0.0104,-0.3087,-0.2177,-0.0287,-0.2175,-0.0481,0.2495,-0.2263,0.1979,320,0,320,0,7.8174,520.59,0.08,5.7788,31,false,1.335,,,,,,,,37,25,0.024193,63,0.02551,56.91,0,0,1.326,0,516,98041.46006,35.7265,2744.22,13.208842,0.002784,58,26988.9,44.5077,606.388,14.260578,0.003315,57,105643.0,88.7821,1189.91,12.188298,0.003888,1.353,0,1,0,0,0,2.07228,1.051736,1.020544,85.18,3.93,1,33,3,17,32.13,25.407,0.0,977.686,68.42,3900.0,4.0,0.0,111,,,,11.715925,0.010569,30,,VARIABLE,0.0,0.0,0.996487,3964.5,3937.4,3969.3,4.6067,4.5991,4.6087,0.2451,0.1899,0.2546,96.4879,96.3615,96.623,0.7188,0.6854,0.7271,0.5018,0.4779,0.5076,0.2865,0.2731,0.2898,MARCS,54.85547053602,-63.89371207357,0.259012,0.241697,0.2155,0.930233
3035,390554357,3.6473992,0.579,190.080108,-29.615114,Gaia DR3 3471021663289103872,190.07989974059,-29.61512409576,0.0,0.0,85.0,1636148068921376768,3471021663289103872,868839936,0.0605,0.0398,2.6022,0.0652,39.8817,40.567,-40.49,0.095,-2.502,0.053,0.0814,-0.1853,0.2386,0.2423,-0.1419,0.2495,0.1147,0.1473,0.0578,0.1668,274,274,270,4,29.8906,6952.2,0.478,163.24,31,false,1.726,,,,,,,,31,17,0.133878,36,0.1021,114.0,0,0,2.546,1,279,9704539.42252,4531.46,2141.59,8.21993,0.002802,30,6878260.0,8093.62,849.837,8.244846,0.003069,27,4413780.0,3315.63,1331.21,8.135868,0.003866,1.164,0,3,0,23,0,0.108978,0.024917,0.084062,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999553,9892.4,9862.2,9925.1,3.6983,3.6826,3.7148,-0.6123,-0.6553,-0.5764,417.0291,405.4711,427.0162,0.2823,0.279,0.2856,0.2704,0.2672,0.2736,0.1443,0.1426,0.1461,A,190.08010673722,-29.61511297535,1.507909,0.849147,0.1476,0.652805
3036,57229803,3.6497411,0.253,250.906297,41.315921,Gaia DR3 1356446295228910336,250.9062599955,41.31591010241,0.0,0.0,175.0,1636148068921376768,1356446295228910336,462645639,0.009,0.0105,3.5215,0.011,319.1705,6.626,-6.177,0.012,-2.397,0.015,-0.0275,-0.0071,0.0479,0.0216,-0.0031,-4.0E-4,-0.1252,-0.0675,-0.1865,0.1021,365,356,363,2,3.2125,678.69,0.085,10.202,31,true,1.516,,,,,,,,42,27,0.020817,45,0.06786,32.06,0,0,1.121,0,340,200789.45114,341.424,588.094,12.430514,0.003317,38,99850.4,565.304,176.631,12.840168,0.006751,36,145350.0,783.492,185.516,11.841859,0.006967,1.221,0,0,0,0,0,0.998309,0.409654,0.588655,-40.06,12.6,1,20,3,18,28.325,42.696,0.0,951.134,146.73,5500.0,4.5,0.0,222,11.0521,43.8505,13,11.58959,0.014029,17,,VARIABLE,0.0,0.0,0.999949,5680.7,5662.0,5715.1,4.3763,4.3064,4.3841,-0.1833,-0.1981,-0.1282,285.5145,281.9491,315.8168,0.4377,0.4249,0.4675,0.3612,0.3506,0.3859,0.1941,0.1883,0.2073,MARCS,250.90629654582,41.31592075505,0.19264,0.23896,0.1005,0.107472
3037,167671107,3.6497948,0.377,79.693654,-39.054542,Gaia DR3 4819708365660085760,79.69370047163,-39.05451574075,0.0,0.0,174.0,1636148068921376768,4819708365660085760,126059536,0.0135,0.0151,3.9197,0.0159,245.7954,10.182,8.284,0.017,5.919,0.019,-0.023,0.0107,0.0267,-0.0115,-0.1509,0.0162,-0.1293,0.0192,-0.0011,-0.1658,375,375,370,5,1.0433,1801.6,0.159,37.242,95,false,,1.603,0.0042,-0.046,-0.154,0.058,-0.047,0.112,43,28,0.027169,48,0.01242,137.7,0,0,1.038,0,356,1688184.09324,603.331,2798.11,10.118817,0.002783,40,996401.0,364.59,2732.93,10.342457,0.002818,41,999924.0,186.281,5367.82,9.747978,0.003785,1.183,0,0,0,0,0,0.594479,0.223639,0.370839,51.5,3.66,1,27,6,21,114.02,52.429,0.0,892.334,44.62,6750.0,4.5,0.25,222,16.011,3.4412,17,9.610453,0.006672,17,126.6498,NOT_AVAILABLE,0.0,0.0,0.992964,6440.9,6439.0,6444.2,4.1372,4.1343,4.1403,0.0778,0.0717,0.0838,253.6062,252.6163,254.5483,0.0012,2.0E-4,0.0032,0.001,2.0E-4,0.0028,6.0E-4,1.0E-4,0.0015,MARCS,79.69365305739,-39.05454204828,0.278128,0.301271,-0.1648,0.160668
3038,155540827,3.6505249,0.44,346.92813,-30.233332,Gaia DR3 6605413002622194304,346.92811736568,-30.2334557886,0.0,0.0,54.0,1636148068921376768,6605413002622194304,1624138817,0.0134,0.0126,5.4801,0.0155,353.0664,28.186,-2.401,0.015,-28.084,0.016,0.1989,0.0672,-0.2112,0.0898,-0.15,0.0977,-0.1773,-0.1683,-0.1203,0.4036,261,261,256,5,-1.5851,487.04,0.086,8.3048,31,true,1.589,,,,,,,,30,17,0.025414,30,0.02729,164.8,0,0,0.929,0,214,5752093.15855,1893.84,3037.27,8.787802,0.002778,24,3298060.0,3238.25,1018.47,9.042895,0.002987,24,3550570.0,2024.48,1753.82,8.372151,0.00383,1.191,0,0,0,0,0,0.670744,0.255094,0.41565,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.996487,6149.6,6148.0,6151.3,3.9102,3.9082,3.9119,-0.1013,-0.1097,-0.0932,181.0142,180.5537,181.5409,4.0E-4,0.0,0.0011,3.0E-4,0.0,9.0E-4,2.0E-4,0.0,5.0E-4,MARCS,346.92812971774,-30.23333097168,0.247196,0.252787,0.3853,0.447368
3039,174310085,3.6533097,0.411,15.46295,31.71521,Gaia DR3 314134801382975488,15.46287259264,31.71518505151,0.0,0.0,90.0,1636148068921376768,314134801382975488,1629659184,0.0171,0.0142,2.1718,0.0211,103.173,15.651,-14.66,0.02,-5.483,0.017,-0.0029,0.201,-0.4778,0.1904,-0.2281,0.1857,-0.3758,-0.0725,0.3339,0.2201,245,245,243,2,-0.4832,600.66,0.094,10.066,31,true,1.64,,,,,,,,28,14,0.029686,32,0.005344,65.12,0,0,0.977,0,253,887178.05932,210.232,4219.99,10.81734,0.002767,28,553744.0,371.874,1489.06,10.98027,0.002884,27,487288.0,136.903,3559.36,10.528431,0.003792,1.173,0,0,0,0,0,0.451839,0.16293,0.288909,-9.6,4.09,1,14,1,11,50.361,15.585,0.0,771.971,31.3,7750.0,4.5,-0.25,555,13.8048,7.3627,11,10.41355,0.012463,11,,NOT_AVAILABLE,0.0,0.0,0.999705,7496.4,7489.0,7499.6,4.0554,4.0475,4.0632,-0.8828,-0.8966,-0.8641,427.4566,423.4096,430.9162,0.2359,0.2325,0.2384,0.213,0.21,0.2154,0.1144,0.1127,0.1157,MARCS,15.4629491833,31.71520942152,0.326204,0.279469,0.191,0.253498
3041,435863262,3.6576008,0.34,12.017588,20.383022,Gaia DR3 2801393247745417216,12.01767255105,20.38303475863,0.0,0.0,76.0,1636148068921376768,2801393247745417216,109710551,0.124,0.0876,2.245,0.1432,15.6761,16.665,16.664,0.167,-0.219,0.092,0.1879,-0.0014,-0.2201,-0.0743,-0.0859,-0.0788,-0.1526,-0.071,-0.014,0.1223,230,230,230,0,83.3176,24672.0,1.042,1152.4,31,false,1.529,,,,,,,,26,14,0.233654,31,0.01487,52.14,0,0,6.88,0,197,1297467.08969,282.106,4599.22,10.404626,0.002765,25,660449.0,523.008,1262.79,10.788944,0.00292,25,912476.0,211.285,4318.71,9.847342,0.003788,1.212,0,0,0,0,0,0.941603,0.384318,0.557284,-1.42,5.98,1,14,2,10,81.022,54.896,0.0,1007.132,42.51,4750.0,1.5,-1.0,444,12.6902,4.5179,10,9.633053,0.012417,10,,NOT_AVAILABLE,0.0,0.0,0.999921,5260.3,5252.8,5268.7,3.408,3.3853,3.4316,-0.5321,-0.5498,-0.5204,401.0753,391.8272,410.0546,0.0325,0.0258,0.0394,0.0266,0.0211,0.0323,0.0143,0.0113,0.0174,MARCS,12.0175935433,20.38303573329,2.696981,1.490949,0.1281,0.288998
3042,149861542,3.6586352,0.444,62.900849,-20.356154,Gaia DR3 5092516888640338560,62.90106403655,-20.35592816962,0.0,0.0,125.0,1636148068921376768,5092516888640338560,303823630,0.0281,0.0215,11.7466,0.037,317.7644,68.247,45.402,0.028,50.954,0.029,-0.7433,0.3583,0.2989,-0.1788,-0.1829,-0.2106,0.1225,0.2114,-0.161,-0.5653,700,700,685,15,0.1587,8951.4,0.272,186.54,31,true,1.705,,,,,,,,79,19,0.050938,82,0.04084,18.03,0,0,1.004,1,606,9.243036832537E7,33197.6,2784.25,5.77283,0.002783,69,6.31915E7,49201.7,1284.33,5.836896,0.002915,64,4.41878E7,44283.3,997.842,5.63464,0.003933,1.162,0,23,0,64,0,0.202256,0.064066,0.13819,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999075,8048.9,8037.2,8077.2,3.8497,3.8452,3.8617,-0.1991,-0.2195,-0.1417,86.4042,86.0694,86.7441,0.0096,0.0043,0.0224,0.0089,0.004,0.0209,0.0047,0.0021,0.0111,A,62.90084880974,-20.35615463333,0.443955,0.45507,-0.5584,1.089825
3043,159984211,3.659904,0.486,50.33274,-40.401679,Gaia DR3 4852949007348290304,50.33276478689,-40.40171432248,0.0,0.0,148.0,1636148068921376768,4852949007348290304,1030976959,0.0105,0.012,0.6326,0.0143,44.1147,9.094,4.312,0.013,-8.006,0.017,-0.2808,0.2182,0.1383,-0.0781,-0.2189,-0.0881,0.039,0.2557,-0.1953,-0.2891,426,312,423,3,1.2074,836.37,0.099,11.268,31,true,1.639,,,,,,,,49,27,0.024451,55,0.01447,158.2,0,0,1.041,0,469,135828.78261,45.4273,2990.03,12.854887,0.002779,52,84126.3,89.9521,935.234,13.026213,0.003022,51,75019.3,45.2931,1656.31,12.559963,0.003836,1.172,0,0,0,0,0,0.466249,0.171326,0.294924,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999597,,,,,,,,,,,,,,,,,,,,,,,50.33273961806,-40.40167873941,0.208271,0.266629,-0.2837,0.144179
3044,170634116,3.6623971,0.337,66.370903,-30.600447,Gaia DR3 4884779765893739904,66.37090159986,-30.60043580107,0.0,0.0,165.0,1636148068921376768,4884779765893739904,708108309,0.0098,0.0132,4.0708,0.0149,273.8923,2.625,-0.222,0.013,2.615,0.019,-0.1807,0.0186,0.1448,-0.0616,0.0893,-0.0209,-0.136,0.062,0.0411,-0.2898,433,433,430,3,4.143,1369.4,0.117,21.399,31,true,1.618,,,,,,,,49,26,0.027476,55,0.00754,162.4,0,0,1.145,0,455,1922679.82863,273.411,7032.21,9.977599,0.00276,52,1154450.0,351.915,3280.48,10.182604,0.00281,51,1118970.0,177.83,6292.35,9.62585,0.003783,1.182,0,0,0,0,0,0.556754,0.205005,0.351749,5.39,0.27,1,22,8,16,111.84,-0.57449,0.796814,832.825,4.16,6500.0,4.0,0.0,555,17.1841,3.928,13,9.480413,0.00644,13,125.6968,NOT_AVAILABLE,0.0,0.0,0.997667,6648.8,6647.5,6651.1,4.0817,4.0742,4.0858,-0.3758,-0.387,-0.3709,244.1838,242.9315,246.488,6.0E-4,1.0E-4,0.0024,5.0E-4,1.0E-4,0.0021,3.0E-4,0.0,0.0012,PHOENIX,66.37090274554,-30.60044742538,0.210869,0.309103,-0.2861,0.040549
3045,262605041,3.6663285,0.211,132.351527,1.772066,Gaia DR3 3075872719163218048,132.35189923942,1.77181192701,0.0,0.0,106.0,1636148068921376768,3075872719163218048,1489643257,0.0192,0.0115,10.8169,0.0257,420.4691,101.431,83.637,0.026,-57.386,0.019,-0.3223,-0.312,-0.265,0.2203,0.2527,0.1893,-0.3174,0.4623,-0.3926,-0.2566,437,0,433,4,2.3212,484.68,0.0,0.0,31,false,1.262,,,,,,,,50,20,0.039022,51,0.03001,121.4,0,0,1.08,0,428,31249.89749,39.771,785.746,14.450245,0.003082,49,5549.07,39.0304,142.173,15.977992,0.00813,49,39923.9,137.737,289.855,13.244812,0.005321,1.455,0,1,0,1,0,2.73318,1.527747,1.205433,-12.67,4.4,2,23,5,14,13.825,,,897.924,,3600.0,4.5,0.5,101,,,,12.636968,0.030245,19,,NOT_AVAILABLE,0.0,0.0,0.997667,3393.9,3392.4,3397.4,4.405,4.4019,4.4133,-0.4831,-0.4884,-0.4703,92.4578,92.2049,92.6716,0.9357,0.9299,0.943,0.6028,0.599,0.6077,0.3885,0.3862,0.3915,MARCS,132.35152734373,1.77206697374,0.416536,0.314802,-0.2675,1.62193
