,KIC,Porb,Class,PACF,hACF,P1min,P1max,P2min,P2max,h1min,h1max,h2min,h2max,Note
0,1026032,8.46,sp,10.932,0.588,10.778,11.162,,,0.06,0.078,,,
1,1026957,21.761,sp,20.883,1.047,20.358,21.802,,,0.104,0.082,,,
2,1161345,8.575,sp,7.969,0.381,7.994,8.227,,,0.089,0.041,,,
3,1432214,161.788,np,161.67,0.157,,,,,,,,,a
4,1433410,0.283,ev,,,,,,,,,,,
5,1433980,1.593,ev,,,,,,,,,,,
6,1571511,14.022,np,98.858,0.315,,,,,,,,,a
7,1575690,2.252,sp,2.248,1.39,2.243,2.256,,,0.109,0.351,,,
8,1722276,569.95,sp,1.921,0.378,2.1,2.105,,,0.107,0.034,0.014,0.014,
9,1868650,0.585,ev,,,,,,,,,,,
10,1873513,3.29,np,35.186,0.946,,,,,,,,,a
11,1995732,77.363,np,77.178,0.895,,,,,,,,,a
12,2019076,7.129,sp,8.623,0.787,8.188,8.325,9.623,,0.165,0.05,0.122,,
13,2141697,0.331,ev,,,,,,,,,,,
14,2159783,0.374,ev,,,,,,,,,,,
15,2161623,2.283,ev,,,,,,,,,,,
16,2162994,4.102,sp,4.066,0.324,4.054,4.108,4.195,,0.034,0.026,0.03,,
17,2166200,8.097,np,55.13,0.391,,,,,,,,,a
18,2167890,2.648,sp,2.616,0.772,2.56,2.677,,,0.171,0.131,,,
19,2305372,1.405,ev,,,,,,,,,,,
20,2305543,1.362,sp,1.349,0.96,1.339,1.352,1.359,1.37,0.056,0.068,0.062,0.059,
21,2306740,10.307,sp,0.695,0.168,0.733,0.734,,,0.076,0.065,,,
22,2306756,386.6,np,179.571,0.018,,,,,,,,,a
23,2307199,13.447,sp,13.65,0.954,,,,,,,,,
24,2307206,204.031,np,101.657,0.435,,,,,,,,,a
25,2308957,2.22,ev,,,,,,,,,,,
26,2309587,1.839,sp,1.839,1.036,,,,,,,,,
27,2309719,54.356,sp,11.116,0.353,11.015,12.718,13.724,14.191,0.019,0.01,0.018,0.011,
28,2436378,8.532,np,13.507,0.018,,,,,,,,,a
29,2437060,3.187,sp,3.188,1.307,,,,,,,,,
30,2437149,18.799,np,15.162,0.114,,,,,,,,,a
31,2437452,14.47,np,19.024,0.436,,,,,,,,,a
32,2437505,21.476,np,4.945,0.015,,,,,,,,,a
33,2438061,4.886,sp,4.741,1.476,4.709,4.738,,,0.226,0.485,,,
34,2438490,3.316,sp,3.269,1.581,3.194,3.307,3.341,,0.162,0.106,0.139,,
35,2440757,1.434,np,2.861,0.106,,,,,,,,,a
36,2441161,4.384,sp,4.332,1.543,,,,,,,,,
37,2442084,49.789,sp,22.579,0.761,21.614,22.647,,,0.093,0.111,,,
38,2444187,0.39,ev,,,,,,,,,,,
39,2445134,8.412,sp,8.153,0.174,,,,,,,,,
40,2445975,3.389,sp,1.124,1.318,,,,,,,,,
41,2446623,175.066,np,174.707,0.02,,,,,,,,,a
42,2447893,0.662,sp,0.654,0.732,0.659,0.66,0.661,0.662,0.156,0.073,0.125,0.135,
43,2449084,0.74,ev,,,,,,,,,,,
44,2449090,4.944,sp,4.924,0.67,4.885,4.979,,,0.156,0.058,,,
45,2452440,8.097,sp,9.42,0.999,9.267,9.856,,,0.173,0.086,,,
46,2556127,0.419,ev,,,,,,,,,,,
47,2557430,1.298,sp,1.308,0.405,,,,,,,,,
48,2558370,1.092,sp,1.083,0.77,1.091,1.093,,,0.252,0.212,,,
49,2569494,1.523,sp,1.512,1.587,,,,,,,,,
50,2576107,205.583,np,81.121,0.01,,,,,,,,,a
51,2576692,87.879,np,177.017,0.291,,,,,,,,,a
52,2577756,0.87,ev,,,,,,,,,,,
53,2580872,15.927,sp,14.344,1.253,14.077,15.031,,,0.098,0.104,,,
54,2693092,39.842,np,79.282,0.648,,,,,,,,,a
55,2695740,3.616,ev,,,,,,,,,,,
56,2696703,6.094,pu,,,,,,,,,,,
57,2708156,1.891,ot,,,,,,,,,,,
58,2708614,52.886,np,1.165,0.088,,,,,,,,,a
59,2711114,2.859,sp,2.84,1.059,2.831,2.85,,,0.08,0.136,,,
60,2715417,0.236,ev,,,,,,,,,,,
61,2717141,0.395,ev,,,,,,,,,,,
62,2719436,0.743,ev,,,,,,,,,,,
63,2719873,17.279,sp,28.096,0.5,26.204,29.867,,,0.045,0.042,,,
64,2720354,2.821,pu,,,,,,,,,,,
65,2831632,2.573,ev,,,,,,,,,,,
66,2835289,0.858,ev,,,,,,,,,,,
67,2851100,0.89,np,40.418,0.374,,,,,,,,,a
68,2852560,11.961,sp,7.581,0.432,7.152,7.629,9.763,10.844,0.015,0.021,0.015,0.018,
69,2854432,0.322,ev,,,,,,,,,,,
70,2854948,0.974,sp,0.981,1.378,0.971,0.976,,,0.178,0.093,,,
71,2860594,5.5,ev,,,,,,,,,,,
72,2860788,5.26,sp,5.088,1.275,4.996,5.08,5.289,,0.104,0.059,0.189,,
73,2970804,0.687,np,30.896,0.021,,,,,,,,,a
74,2972514,0.503,ev,,,,,,,,,,,
75,2973509,6.628,np,6.069,0.177,,,,,,,,,a
76,2983113,0.395,ev,,,,,,,,,,,
77,2987433,420.93,np,28.362,0.118,,,,,,,,,a
78,2988984,0.713,ev,,,,,,,,,,,
79,2996347,0.301,ev,,,,,,,,,,,
80,2997455,1.13,sp,1.124,0.652,1.127,1.131,,,0.062,0.084,,,
81,2998124,28.598,np,56.785,0.717,,,,,,,,,a
82,3003991,7.245,sp,9.563,0.493,,,,,,,,,
83,3097352,4.03,sp,27.871,0.435,3.957,3.989,,,0.012,0.012,0.005,0.005,b
84,3098194,30.477,sp,29.731,0.147,26.521,33.27,,,0.023,0.036,,,
85,3102000,57.06,sp,14.733,0.905,13.998,15.483,,,0.048,0.043,,,
86,3102024,13.783,sp,4.884,0.803,,,,,,,,,
87,3104113,0.847,ev,,,,,,,,,,,
88,3113266,0.996,np,0.981,0.236,,,,,,,,,a
89,3114667,0.889,sp,0.879,0.626,,,,,,,,,
90,3115480,3.694,sp,3.617,1.198,,,,,,,,,
91,3119295,0.44,ev,,,,,,,,,,,
92,3120320,10.266,sp,13.261,0.782,12.473,13.67,14.389,14.617,0.028,0.032,0.031,0.043,
93,3122985,0.993,sp,1.471,1.416,1.453,1.465,1.497,1.504,0.02,0.043,0.092,0.056,
94,3124420,0.949,ev,,,,,,,,,,,
95,3127817,4.327,ev,,,,,,,,,,,
96,3127873,0.672,ev,,,,,,,,,,,
97,3128793,24.679,sp,66.307,0.986,,,,,,,,,
98,3218683,0.772,ev,,,,,,,,,,,
99,3221207,0.474,ev,,,,,,,,,,,
100,3222471,618.42,sp,28.26,0.724,25.369,29.268,33.27,,0.046,0.069,0.025,,
101,3228863,0.731,ev,,,,,,,,,,,
102,3230578,6.338,ev,,,,,,,,,,,
103,3230787,17.734,sp,12.158,0.668,11.873,12.962,,,0.089,0.038,,,
104,3231120,3.9,sp,3.821,0.736,3.8,3.836,,,0.221,0.068,,,
105,3240159,82.138,np,82.286,0.61,,,,,,,,,a
106,3240706,5.49,np,61.648,0.015,,,,,,,,,a
107,3241344,3.913,sp,3.944,1.066,3.937,3.951,,,0.165,0.101,,,
108,3241619,1.703,sp,1.676,1.0,,,,,,,,,
109,3247294,67.419,np,32.019,0.008,,,,,,,,,a
110,3248019,2.668,sp,2.615,0.172,2.61,2.638,,,0.035,0.022,0.013,0.013,
111,3248332,7.364,pu,,,,,,,,,,,
112,3323289,33.693,sp,38.252,0.277,29.317,37.388,,,0.031,0.049,,,
113,3327980,4.231,ev,,,,,,,,,,,
114,3335816,7.422,sp,8.153,0.967,,,,,,,,,
115,3338660,1.873,ev,,,,,,,,,,,
116,3339538,14.658,sp,13.915,1.054,13.565,14.46,,,0.068,0.112,,,
117,3339563,0.841,ev,,,,,,,,,,,
118,3340313,30.554,np,30.548,0.619,,,,,,,,,a
119,3341934,18.839,np,93.504,0.282,,,,,,,,,a
120,3342592,17.177,np,85.862,0.318,,,,,,,,,a
121,3344427,0.652,sp,0.654,0.401,0.651,0.652,,,0.175,0.282,,,
122,3345675,120.004,np,38.497,0.004,,,,,,,,,a
123,3347485,7.545,ev,,,,,,,,,,,
124,3348093,7.964,sp,8.235,1.412,8.185,8.457,,,0.394,0.198,,,
125,3351945,1.081,sp,1.083,1.204,1.078,1.084,,,0.194,0.127,,,
126,3352751,3.495,ev,,,,,,,,,,,
127,3354616,0.277,np,13.588,1.285,13.44,13.987,,,0.103,0.105,,,a
128,3427776,4.017,sp,4.025,1.511,,,,,,,,,
129,3428468,114.909,np,113.039,0.539,,,,,,,,,a
130,3433668,15.022,sp,8.827,1.387,8.624,9.103,,,0.073,0.063,,,
131,3437778,0.636,ev,,,,,,,,,,,
132,3438975,2.976,np,169.211,0.239,,,,,,,,,a
133,3439031,5.952,ev,,,,,,,,,,,
134,3439180,0.325,ev,,,,,,,,,,,
135,3440230,2.881,ev,,,,,,,,,,,
136,3441784,52.569,pux,,,,,,,,,,,
137,3442054,117.681,np,3.576,0.09,,,,,,,,,a
138,3443790,1.666,sp,5.211,0.451,4.811,4.969,5.178,5.289,0.005,0.007,0.007,0.012,
139,3448245,0.513,ev,,,,,,,,,,,
140,3449540,3.212,sp,3.188,0.373,3.234,3.244,,,0.032,0.06,0.016,0.016,
141,3454864,0.294,ev,,,,,,,,,,,
142,3458919,0.892,sp,0.899,0.576,0.889,0.896,,,0.077,0.049,,,
143,3459199,3.141,sp,11.3,0.885,11.212,11.629,,,0.137,0.35,,,
144,3530668,1.946,sp,1.962,0.511,1.937,1.946,2.037,2.042,0.067,0.023,0.027,0.088,
145,3534118,178.414,np,47.324,0.12,,,,,,,,,a
146,3542573,6.943,sp,7.233,1.176,7.1,7.463,,,0.05,0.042,,,
147,3543270,4.177,sp,4.107,1.524,4.077,4.093,4.186,,0.308,0.256,0.164,,
148,3544694,3.846,sp,4.046,1.069,,,,,,,,,
149,3547091,3.306,sp,3.29,1.692,3.203,3.232,3.407,3.418,0.123,0.103,0.072,0.235,
150,3547111,1.208,ev,,,,,,,,,,,
151,3547315,1.285,sp,1.287,1.054,1.281,1.284,,,0.313,0.154,,,
152,3549994,0.347,ev,,,,,,,,,,,
153,3556229,0.797,ev,,,,,,,,,,,
154,3557421,0.394,ev,,,,,,,,,,,
155,3558822,1.353,ev,,,,,,,,,,,
156,3558981,2.988,sp,3.453,1.053,3.403,3.413,3.538,3.553,0.171,0.214,0.049,0.154,
157,3560212,0.346,ev,,,,,,,,,,,
158,3633901,0.807,ev,,,,,,,,,,,
159,3644542,119.68,np,117.187,0.826,,,,,,,,,a
160,3654950,8.135,sp,8.827,0.967,8.832,9.18,,,0.151,0.12,,,
161,3655326,15.067,np,12.791,0.054,,,,,,,,,a
162,3656322,3.664,sp,3.617,1.247,,,,,,,,,
163,3659940,0.896,sp,0.899,1.265,0.888,0.89,0.895,0.9,0.066,0.104,0.075,0.063,
164,3662635,0.939,sp,0.94,0.956,0.929,0.935,0.938,0.944,0.045,0.075,0.038,0.043,
165,3730067,0.294,ev,,,,,,,,,,,
166,3732732,0.396,ev,,,,,,,,,,,
167,3734868,10.328,sp,10.299,0.985,9.774,10.443,11.35,11.946,0.033,0.033,0.025,0.063,
168,3735597,1.966,ev,,,,,,,,,,,
169,3735629,9.328,np,65.735,0.242,,,,,,,,,a
170,3743834,0.274,ev,,,,,,,,,,,
171,3745184,0.304,ev,,,,,,,,,,,
172,3749508,1.066,sp,1.063,1.435,1.062,1.066,,,0.091,0.249,,,
173,3757588,24.09,ot,,,,,,,,,,,
174,3757590,135.586,np,135.843,0.412,,,,,,,,,a
175,3757778,36.514,np,36.535,0.42,,,,,,,,,a
176,3765708,0.431,ev,,,,,,,,,,,
177,3765771,5.568,np,9.481,0.077,,,,,,,,,a
178,3830820,15.583,np,38.64,0.416,,,,,,,,,a
179,3832382,0.273,ev,,,,,,,,,,,
180,3833859,0.432,ev,,,,,,,,,,,
181,3834322,0.997,np,27.218,0.417,,,,,,,,,a
182,3834364,2.908,sp,2.922,1.563,2.898,2.923,,,0.198,0.145,,,
183,3836439,1.54,ev,,,,,,,,,,,
184,3836522,1.54,np,1.451,0.057,,,,,,,,,a
185,3838496,5.98,sp,5.803,1.198,5.68,5.741,5.852,6.051,0.168,0.065,0.082,0.117,
186,3848042,0.411,ev,,,,,,,,,,,
187,3848919,1.047,sp,1.042,0.747,1.04,1.043,1.047,1.048,0.053,0.06,0.11,0.049,
188,3848972,0.741,sp,21.578,0.666,20.621,24.313,,,0.035,0.042,,,
189,3849155,1.168,np,39.416,0.029,,,,,,,,,a
190,3851193,1.341,ev,,,,,,,,,,,
191,3851949,54.771,np,54.701,0.455,,,,,,,,,a
192,3852655,11.629,sp,21.782,0.446,16.74,17.049,18.372,22.854,0.008,0.007,0.017,0.034,
193,3853259,0.277,ev,,,,,,,,,,,
194,3853673,0.644,np,19.024,0.023,,,,,,,,,a
195,3858879,25.952,np,16.388,0.192,,,,,,,,,a
196,3858884,25.952,pu,,,,,,,,,,,
197,3858949,25.951,np,36.801,0.096,,,,,,,,,a
198,3861595,3.849,sp,5.66,1.132,,,,,,,,,
199,3862246,4.702,sp,5.333,1.38,,,,,,,,,
200,3865298,9.531,sp,8.991,1.246,,,,,,,,,
201,3867593,73.332,pu,,,,,,,,,,,
202,3869326,8.586,np,1.9,0.024,,,,,,,,,a
203,3935319,0.353,ev,,,,,,,,,,,
204,3936357,0.369,ev,,,,,,,,,,,
205,3938073,31.024,np,61.996,1.103,,,,,,,,,a
206,3953106,13.174,sp,14.855,1.432,,,,,,,,,
207,3953981,0.492,ev,,,,,,,,,,,
208,3954227,0.594,sp,0.593,0.851,,,,,,,,,
209,3954798,0.918,ev,,,,,,,,,,,
210,3955867,33.66,sp,33.225,1.52,,,,,,,,,
211,3956545,0.33,ev,,,,,,,,,,,
212,3957477,0.979,sp,0.981,0.882,0.969,0.972,0.998,0.999,0.062,0.108,0.026,0.033,
213,3964545,3.012,sp,2.983,1.032,,,,,,,,,
214,3965242,0.997,sp,1.001,1.163,0.992,0.994,0.996,1.0,0.167,0.077,0.064,0.073,
215,3966491,1.352,ev,,,,,,,,,,,
216,3966912,55.664,np,5.027,0.006,,,,,,,,,a
217,3969362,0.411,ev,,,,,,,,,,,
218,3970117,110.295,np,110.586,0.52,,,,,,,,,a
219,3970233,8.255,sp,6.048,1.334,,,,,,,,,
220,3971315,9.892,np,13.997,0.291,,,,,,,,,a
221,3973002,3.984,sp,3.964,0.491,3.932,4.088,,,0.088,0.033,,,
222,3973504,4.319,sp,4.434,1.178,4.263,4.295,4.94,,0.215,0.073,0.187,,
223,3973549,1.39,np,9.829,0.102,,,,,,,,,a
224,4035675,2.874,sp,2.861,0.484,,,,,,,,,
225,4036687,0.3,ev,,,,,,,,,,,
226,4037163,0.635,sp,0.633,0.6,,,,,,,,,
227,4037428,4.265,sp,4.271,1.359,4.189,4.317,,,0.047,0.082,,,
228,4042026,34.82,np,35.657,0.266,,,,,,,,,a
229,4043443,119.84,np,42.379,0.161,,,,,,,,,a
230,4044005,17.512,sp,11.831,0.815,11.552,12.811,13.821,14.179,0.039,0.03,0.017,0.014,
231,4049124,4.804,sp,5.599,1.266,5.519,5.794,,,0.148,0.047,,,
232,4054905,274.709,np,87.006,0.606,,,,,,,,,a
233,4055092,76.453,np,28.607,0.013,,,,,,,,,a
234,4058169,282.536,np,142.198,0.145,,,,,,,,,a
235,4059656,4.059,ce,,,,,,,,,,,
236,4066203,0.363,ev,,,,,,,,,,,
237,4069063,0.504,sp,0.511,0.217,,,,,,,,,
238,4069213,5.194,ev,,,,,,,,,,,
239,4070376,1.635,ev,,,,,,,,,,,
240,4073678,0.288,np,34.083,0.557,,,,,,,,,a
241,4074532,0.353,ev,,,,,,,,,,,
242,4074708,0.302,ev,,,,,,,,,,,
243,4075064,61.423,sp,23.396,0.399,20.477,24.655,,,0.049,0.162,,,
244,4076952,9.761,ev,,,,,,,,,,,
245,4077442,0.693,ev,,,,,,,,,,,
246,4078157,16.025,np,6.477,0.004,,,,,,,,,a
247,4078693,2.757,sp,2.554,0.379,2.808,2.826,,,0.04,0.118,0.072,0.072,
248,4079530,17.727,np,17.287,0.389,,,,,,,,,a
249,4144236,22.913,np,23.703,0.701,,,,,,,,,a
250,4149684,4.321,sp,4.25,0.583,4.218,4.349,,,0.056,0.031,0.006,0.006,
251,4150390,55.251,np,108.319,0.215,,,,,,,,,a
252,4157488,5.197,ev,,,,,,,,,,,
253,4159347,12.284,sp,4.72,0.59,4.515,4.642,4.729,4.926,0.01,0.011,0.017,0.008,
254,4164393,49.613,np,49.49,0.569,,,,,,,,,a
255,4165960,13.549,np,17.982,0.22,,,,,,,,,a
256,4169521,1.173,ev,,,,,,,,,,,
257,4174507,3.892,sp,3.944,1.139,3.921,3.962,,,0.252,0.236,,,
258,4178389,23.211,sp,13.813,1.08,13.81,14.318,,,0.238,0.113,,,
259,4241946,0.284,ev,,,,,,,,,,,
260,4245897,11.258,ev,,,,,,,,,,,
261,4247023,47.191,np,48.242,0.384,,,,,,,,,a
262,4247991,104.35,sp,12.812,1.091,,,,,,,,,
263,4249218,0.316,ev,,,,,,,,,,,
264,4252226,21.859,sp,12.281,0.832,11.889,12.644,,,0.038,0.121,,,
265,4252322,14.592,sp,17.348,0.684,13.512,15.387,16.581,21.614,0.012,0.026,0.034,0.019,
266,4255422,165.406,np,166.595,0.596,,,,,,,,,a
267,4263529,10.104,sp,15.713,1.466,15.804,16.035,,,0.501,0.172,,,
268,4275739,4.344,sp,4.312,1.099,4.249,4.316,,,0.074,0.238,,,
269,4276114,3.722,sp,3.78,1.492,,,,,,,,,
270,4281895,9.544,np,9.542,0.585,,,,,,,,,a
271,4285087,4.486,sp,4.516,0.6,4.524,4.573,4.639,4.747,0.056,0.031,0.041,0.032,
272,4346875,4.694,sp,4.924,1.431,4.759,4.867,5.094,,0.068,0.059,0.101,,
273,4349483,0.509,ev,,,,,,,,,,,
274,4352168,10.644,sp,10.503,1.387,10.188,10.784,,,0.058,0.151,,,
275,4357272,2.086,sp,2.064,1.422,2.048,2.061,2.075,2.101,0.139,0.069,0.02,0.042,
276,4358206,0.951,sp,0.96,1.278,,,,,,,,,
277,4360072,1087.3,np,1.635,0.037,,,,,,,,,a
278,4365442,1.714,np,48.448,0.099,,,,,,,,,a
279,4365461,3.429,ev,,,,,,,,,,,
280,4366923,646.29,sp,3.576,0.286,3.635,3.651,,,0.09,0.034,,,
281,4367544,2.391,sp,12.934,1.154,,,,,,,,,
282,4372705,1.279,ev,,,,,,,,,,,
283,4372765,15.64,np,15.632,0.775,,,,,,,,,a
284,4375101,61.26,np,60.606,0.345,,,,,,,,,a
285,4376644,27.678,np,11.3,0.383,,,,,,,,,a
286,4380283,1.745,sp,1.737,0.671,1.733,1.736,,,0.253,0.118,,,
287,4386047,2.901,sp,2.942,0.943,,,,,,,,,
288,4445630,5.628,np,11.259,0.021,,,,,,,,,a
289,4451148,0.736,ev,,,,,,,,,,,
290,4454219,2.451,sp,2.289,0.529,,,,,,,,,
291,4455763,0.766,sp,0.756,1.304,0.764,0.766,,,0.296,0.281,,,
292,4456622,1.503,sp,5.721,1.351,5.472,5.593,,,0.156,0.099,,,
293,4464999,0.434,ev,,,,,,,,,,,
294,4466691,0.483,ev,,,,,,,,,,,
295,4473933,103.593,sp,67.043,0.634,68.277,72.218,,,0.271,0.264,,,
296,4474637,3.887,ev,,,,,,,,,,,
297,4476900,0.28,ev,,,,,,,,,,,
298,4480676,1.424,sp,1.41,0.744,1.421,1.422,,,0.104,0.207,,,
299,4484356,1.144,sp,1.144,0.883,,,,,,,,,
300,4540632,31.005,sp,9.42,1.093,9.361,9.676,,,0.134,0.108,,,
301,4544587,2.189,ot,,,,,,,,,,,
302,4547067,0.408,ev,,,,,,,,,,,
303,4547480,4.427,sp,4.598,1.462,4.308,4.353,4.55,4.777,0.046,0.079,0.067,0.028,
304,4551328,1.044,np,18.799,0.027,,,,,,,,,a
305,4554004,0.743,ev,,,,,,,,,,,
306,4563150,0.275,ev,,,,,,,,,,,
307,4569590,41.37,sp,41.031,1.342,,,,,,,,,
308,4570326,1.122,ev,,,,,,,,,,,
309,4571536,0.677,np,5.926,0.032,,,,,,,,,a
310,4574310,1.306,ev,,,,,,,,,,,
311,4578594,252.155,np,64.223,0.163,,,,,,,,,a
312,4579321,2.112,sp,2.105,0.765,2.087,2.117,,,0.078,0.096,,,
313,4586482,623.0,np,117.452,0.365,,,,,,,,,a
314,4633434,22.271,np,22.252,0.392,,,,,,,,,a
315,4638237,290.14,np,120.109,0.039,,,,,,,,,a
316,4639868,53.101,sp,17.92,0.387,16.724,17.812,19.783,20.124,0.015,0.033,0.038,0.026,
317,4647652,1.065,ev,,,,,,,,,,,
318,4649324,1.036,ev,,,,,,,,,,,
319,4649440,19.371,np,83.982,0.397,,,,,,,,,a
320,4651526,0.298,ev,,,,,,,,,,,
321,4659255,198.013,np,197.245,0.356,,,,,,,,,a
322,4660997,0.563,ev,,,,,,,,,,,
323,4661634,73.894,np,73.561,0.458,,,,,,,,,a
324,4663623,358.1,np,180.143,0.001,,,,,,,,,a
325,4665989,2.248,ev,,,,,,,,,,,
326,4669592,0.378,ev,,,,,,,,,,,
327,4670267,2.006,ev,,,,,,,,,,,
328,4671584,5.593,np,16.96,0.353,,,,,,,,,a
329,4677321,1.572,ev,,,,,,,,,,,
330,4678171,15.289,sp,23.376,0.315,20.287,25.667,33.718,36.607,0.017,0.01,0.006,0.02,
331,4679687,1.028,sp,1.022,1.173,1.026,1.029,,,0.106,0.164,,,
332,4681152,1.836,ot,,,,,,,,,,,
333,4729553,0.961,ev,,,,,,,,,,,
334,4736208,63.682,np,192.485,0.275,,,,,,,,,a
335,4737267,9.524,sp,9.277,1.355,,,,,,,,,
336,4737302,9.456,ev,,,,,,,,,,,
337,4739194,1.247,ev,,,,,,,,,,,
338,4739791,0.899,ev,,,,,,,,,,,
339,4740676,3.454,ev,,,,,,,,,,,
340,4743508,2.086,sp,2.084,1.22,2.072,2.077,,,0.342,0.151,,,
341,4751083,4.532,sp,4.577,1.039,4.408,4.541,5.232,5.298,0.045,0.089,0.149,0.055,
342,4753988,7.304,sp,6.048,0.127,,,,,,,,,b
343,4757331,2.362,sp,2.35,1.364,2.346,2.382,,,0.17,0.091,,,
344,4758368,3.75,ev,,,,,,,,,,,
345,4760746,15.068,np,1.757,0.107,,,,,,,,,a
346,4769799,21.929,ev,,,,,,,,,,,
347,4773155,25.706,sp,20.311,0.298,18.99,21.017,21.775,30.176,0.018,0.018,0.008,0.019,
348,4815612,3.857,sp,3.678,0.1,3.702,3.785,3.899,,0.058,0.024,0.06,,
349,4824268,152.151,np,150.759,0.46,,,,,,,,,a
350,4826439,2.474,ev,,,,,,,,,,,
351,4832197,1.895,sp,1.921,1.459,,,,,,,,,
352,4839180,8.853,sp,11.545,0.026,11.029,12.376,,,0.02,0.051,0.035,0.035,
353,4840263,1.916,sp,1.9,0.822,1.883,1.892,1.911,1.923,0.128,0.07,0.022,0.03,
354,4840327,26.737,sp,23.989,0.474,,,,,,,,,b
355,4840818,10.05,sp,13.098,0.682,12.644,13.735,,,0.054,0.143,,,
356,4843592,0.484,np,1.369,0.014,,,,,,,,,a
357,4847832,30.96,np,28.791,0.271,,,,,,,,,a
358,4847843,30.96,sp,17.062,0.744,16.319,17.776,,,0.055,0.093,,,
359,4848423,3.004,ev,,,,,,,,,,,
360,4850874,1.776,ev,,,,,,,,,,,
361,4851217,2.47,ev,,,,,,,,,,,
362,4851464,5.548,np,2.513,0.171,,,,,,,,,a
363,4852055,2.415,ev,,,,,,,,,,,
364,4859432,0.385,ev,,,,,,,,,,,
365,4862625,20.0,sp,2.616,0.907,,,,,,,,,
366,4902030,1.758,sp,1.757,0.607,1.738,1.759,,,0.05,0.129,,,
367,4908495,3.12,sp,3.085,1.496,,,,,,,,,
368,4909422,0.395,ev,,,,,,,,,,,
369,4909707,2.302,ev,,,,,,,,,,,
370,4912589,68.377,sp,11.075,1.295,11.008,11.141,,,0.096,0.23,,,
371,4912991,4.443,sp,4.209,1.21,4.14,4.228,4.297,4.354,0.027,0.031,0.072,0.043,
372,4928119,44.639,np,13.691,0.003,,,,,,,,,a
373,4929299,0.869,sp,23.764,0.436,21.966,29.026,,,0.047,0.038,,,
374,4931073,26.951,sp,26.686,0.011,,,,,,,,,b
375,4932348,38.037,np,37.618,0.165,,,,,,,,,a
376,4932691,18.112,pu,,,,,,,,,,,
377,4935914,3.486,sp,3.474,1.021,3.354,3.45,3.536,3.61,0.028,0.059,0.089,0.038,
378,4936680,0.666,ev,,,,,,,,,,,
379,4936990,10.315,np,12.138,0.376,,,,,,,,,a
380,4937143,9.849,np,49.02,0.243,,,,,,,,,a
381,4937217,0.429,ev,,,,,,,,,,,
382,4940201,8.817,sp,10.646,0.467,10.296,11.049,,,0.081,0.039,,,
383,4940438,9.086,ot,,,,,,,,,,,
384,4941060,0.303,ev,,,,,,,,,,,
385,4945035,1.175,np,24.582,0.195,,,,,,,,,a
386,4945857,0.335,ev,,,,,,,,,,,
387,4946584,0.454,sp,2.329,0.853,2.267,2.359,2.385,2.391,0.009,0.012,0.015,0.013,
388,4946680,8.665,np,34.369,0.006,,,,,,,,,a
389,4947528,0.497,ev,,,,,,,,,,,
390,4947726,4.726,sp,4.495,1.025,4.401,4.607,,,0.029,0.03,,,
391,4948863,8.644,sp,8.439,0.562,,,,,,,,,
392,4949770,1.564,ev,,,,,,,,,,,
393,4950557,24.715,np,99.164,0.594,,,,,,,,,a
394,4990977,2.649,sp,2.636,1.314,,,,,,,,,
395,4991959,0.361,ev,,,,,,,,,,,
396,4999260,0.378,ev,,,,,,,,,,,
397,4999357,0.99,ev,,,,,,,,,,,
398,5000179,3.633,ev,,,,,,,,,,,
399,5003117,37.609,np,112.671,0.89,,,,,,,,,a
400,5005618,340.967,np,46.793,0.031,,,,,,,,,a
401,5014753,3.171,sp,3.637,1.673,3.622,3.688,,,0.194,0.225,,,
402,5015913,2.36,np,2.186,0.124,,,,,,,,,a
403,5015926,0.363,ev,,,,,,,,,,,
404,5016163,5.246,sp,5.149,0.253,5.213,5.324,,,0.044,0.037,0.015,0.015,
405,5017058,2.324,ev,,,,,,,,,,,
406,5018787,0.607,np,0.593,0.194,,,,,,,,,a
407,5020034,2.119,ev,,,,,,,,,,,
408,5021174,4.045,sp,4.271,0.961,4.17,4.216,,,0.171,0.195,,,
409,5021732,15.04,np,20.72,0.211,,,,,,,,,a
410,5022440,3.694,sp,3.821,1.309,3.603,3.734,4.0,4.136,0.016,0.022,0.045,0.042,
411,5022908,0.637,ev,,,,,,,,,,,
412,5023948,3.649,sp,3.555,0.263,3.593,3.656,,,0.08,0.031,,,
413,5024292,4.301,sp,2.268,0.049,3.077,3.137,,,0.038,0.049,0.052,0.052,b
414,5024447,771.83,np,23.478,0.148,,,,,,,,,a
415,5024450,3.052,sp,2.983,0.463,2.974,2.998,,,0.144,0.148,,,
416,5025294,5.463,sp,3.433,1.013,,,,,,,,,
417,5035972,49.267,np,99.185,0.093,,,,,,,,,a
418,5036538,2.122,sp,2.125,1.237,,,,,,,,,
419,5036966,62.735,np,62.934,0.632,,,,,,,,,a
420,5039441,2.151,sp,2.186,0.637,,,,,,,,,
421,5041569,2.535,np,20.863,0.171,,,,,,,,,a
422,5041843,0.457,ev,,,,,,,,,,,
423,5041975,2.96,ev,,,,,,,,,,,
424,5077629,7.919,sp,12.056,1.147,11.979,12.359,,,0.401,0.123,,,
425,5077994,0.696,ev,,,,,,,,,,,
426,5078879,1.039,np,0.899,0.128,,,,,,,,,a
427,5080652,4.144,sp,4.536,0.852,4.693,4.75,,,0.333,0.112,,,
428,5088735,0.508,np,0.49,0.252,,,,,,,,,a
